0;40;40
1;26;37
2;16;34
3;12;34
4;12;33
5;10;32
6;10;32
7;8;31
8;8;31
9;8;30
10;8;30
11;8;30
12;6;30
13;4;30
14;4;30
15;5;30
16;4;30
29;2;26
0;40;40
1;20;33
2;13;31
3;13;31
4;11;30
5;12;30
6;12;27
7;11;26
8;11;25
9;11;24
10;11;24
11;10;24
12;10;24
13;10;24
14;10;24
15;10;24
16;10;24
17;10;24
18;10;24
19;10;24
20;12;24
21;12;24
22;12;24
23;12;24
24;12;24
25;9;24
26;9;24
27;10;24
28;10;24
29;10;24
30;10;24
31;10;24
32;10;23
33;9;23
34;9;23
35;9;23
36;9;22
37;10;22
38;11;22
39;9;20
40;10;20
41;9;20
42;9;19
43;9;19
44;9;19
45;9;19
46;8;19
47;8;17
48;7;17
49;7;17
50;8;15
51;8;14
52;8;13
53;7;12
54;6;11
55;6;11
56;6;11
57;6;11
58;6;11
59;5;11
60;6;11
61;6;11
62;6;11
63;6;11
64;5;11
65;5;9
66;6;9
67;6;9
68;6;9
69;6;9
70;5;9
71;5;9
72;5;7
73;6;7
74;6;7
75;5;7
76;5;7
77;5;7
78;5;7
79;5;7
80;5;7
81;5;7
82;5;7
83;5;7
84;5;7
85;5;7
86;5;7
87;5;7
88;6;7
89;6;7
90;5;7
91;5;7
92;5;7
93;5;7
94;5;7
95;5;7
96;5;7
97;5;7
98;5;7
99;5;7
100;5;7
101;5;7
102;5;7
103;5;7
104;5;7
105;5;7
106;5;7
107;5;7
108;5;7
109;5;7
110;5;7
111;5;7
112;4;7
113;4;7
114;4;7
115;5;7
116;5;7
117;5;7
118;6;7
119;6;7
120;6;7
121;6;7
122;6;7
123;6;7
124;6;7
125;6;7
126;6;7
127;5;7
128;6;7
129;7;7
130;7;7
131;7;7
132;7;7
133;7;7
134;7;7
135;7;7
136;7;7
137;7;7
138;7;7
139;7;7
140;7;7
141;7;7
142;8;7
143;8;7
144;8;7
145;8;7
146;7;7
147;7;7
148;7;7
149;7;7
150;7;7
151;7;7
152;7;7
153;7;7
154;7;7
155;7;7
156;7;7
157;7;7
158;7;7
159;7;7
160;7;7
161;7;7
162;7;7
163;7;7
164;7;7
165;7;7
166;8;7
167;8;7
168;8;7
169;8;7
170;7;7
171;7;7
172;7;7
173;7;7
174;7;7
175;7;7
176;7;7
177;8;7
178;8;7
179;8;7
180;8;7
181;8;7
182;8;7
183;8;7
184;8;7
185;8;7
186;8;7
187;8;7
188;7;7
189;7;7
190;7;7
191;4;7
192;2;7
193;2;7
194;2;7
195;2;7
196;2;7
197;2;7
198;2;7
199;2;7
200;2;7
201;2;7
202;2;7
203;2;7
204;2;7
205;2;7
206;2;7
207;2;7
208;2;7
209;2;7
210;2;7
211;2;7
212;2;7
213;2;7
214;2;7
215;2;7
216;2;7
217;2;7
218;2;7
219;2;7
220;2;7
0;40;40
1;39;40
2;24;38
3;21;38
4;21;38
5;13;38
6;13;38
7;13;38
8;13;38
9;12;38
10;11;37
11;11;37
12;9;37
13;6;37
